string0,string1
Strategic Partners Inc,STRATEGIC PARTNERS
Capitol City Economic Development Authority,CAPITAL CITY ECONOMIC DEVELOPMENT AUTHORITY
Rose-Hulman Ventures,ROSE-HULMAN VENTURES
Vonage Holdings,Vonage Holdings Corp.
National Assn of Health Plans,NATL ASSN OF HEALTH PLANS
General Board of Church & Society,General Board of Church and Society of the United Methodist Church
Chambers County Public Hospital District 1,Chambers County Public Hospital District # 1
"King, Marcus",Marcus King
Broadlane Inc,BROADLANE
Silo Financial Corp,Silo Financial Corp.
"City of Doral, FL","CITY OF DORAL, FLORIDA"
Capital Strategies,CAPITAL STRATEGIES
HealthSource Saginaw,HEALTH SOURCE SAGINAW
Broadrock Renewables,BROADROCK RENEWABLES LLC
National Assn of Independent Schools,National Association of Independent Schools
Michigan Sugar Co,Michigan Sugar Company
Home Downpayment Gift Foundation,"Home Downpayment Gift Foundation, Inc."
University of Miami,UNIVERSITY OF MIAMI
American Coalition for Clean Coal Electricity,AMERICAN COALITION FOR CLEAN COAL ELECTRICITY www.cleancoalusa.org
Petra Nova,"Petra Nova, a subsidiary of NRG Energy, Inc."
Steven Wolfe Assoc,"STEVEN WOLFE ASSOCIATES, LLC"
Taxpayers for Common Sense,TAXPAYERS FOR COMMON SENSE
Applied Graphics Technologies,APPLIED GRAPHICS TECHNOLOGIES
Secure Asset Reporting Services,SECURE ASSET REPORTING SERVICES INC
Metropolitan Nashville Airport Authority,METROPOLITAN NASHVILLE AIRPORT AUTHORITY
SunRun Inc,Sunrun Inc.
Northpoint Strategies,"NorthPoint Strategies, LLC"
Farm Credit Council,THE FARM CREDIT COUNCIL
Jack Latvala Inc,"Jack Latvala, Inc"
Nickel Institute,NICKEL INSTITUTE
Kongsberg AS,KONGSBERG AS
RCN Telecom Services,RCN TELECOM SERVICES
Sinclair National Bank,SINCLAIR NATL BANK
CUNA Mutual Group,CMFG Life Insurance Company
Constellation Energy,"Constellation Energy Group, Inc."
Concerned Women for America,Concerned Women for America Legislative Action Committee
Points of Light Institute,POINTS OF LIGHT INSTITUTE
Heartland Payment Systems,"Heartland Payment Systems, Inc."
Biassi Business Services,"BIASSI BUSINESS SERVICES, INC."
Fiber Technology Corp,Fiber Technology Corporation
Smith-Fairfield Inc,SMITH FAIRFIELD
Krumholtz Strategic Consulting,Krumholtz Strategic Consulting LLC
PillPack,PILLPACK
American Assn of Port Authorities,AMERICAN ASSOSICATION OF PORT AUTHORITIES
Motor Vehicle Ancillary Product Assn,Motor Vehicle Ancillary Product Association
M2Z Networks,"M2Z NETWORKS, INC."
"City of Fort Pierre, SD",City of Fort Pierre
Hudson Cook,"HUDSON COOK, LLP"
Mercer Strategic Alliance,"MERCER STRATEGIC ALLIANCE, INC"
"Linebarger, Goggan et al",LINEBARGER GOGGAN BLAIR & SAMPSON
Livingston International,LIVINGSTON INTERNATIONAL INC
American Orthotic & Prosthetic Assn,AMERICAN ORTHOTIC & PROSTHETIC ASSOCIATION
United Surgical Partners International,"UNITED SURGICAL PARTNERS INTERNATIONAL, INC"
Alaska Communications,ALASKA COMMUNICATIONS SYSTEMS
Deformation Control Technology,Deformation Control Technology Inc.
NL Industries,NI INDUSTRIES
Florida Turbine Technologies,FLORIDA TURBINE TECHNOLOGIES INC
Achievement Centers for Children,ACHIEVEMENT CENTERS FOR CHILDREN
Liberty Resources,"LIBERTY RESOURCES, INC."
Government of Bahrain Embassy,Embassy of the Kingdom of Bahrain to the United States
Celotex Corp,CELOTEX CORP
Sage Inc,"Sage, Inc."
International Myeloma Foundation,INTL MYELOMA FOUNDATION
Electronic Funds Transfer Assn,ELECTRONIC FUNDS TRANSFER ASSOCIATION
Roche Diagnostics,ROCHE DIAGNOSTICS INC
Neurostimulation Device Alliance,NEUROSTIMULATION DEVICE ALLIANCE
Savi Technology,SAVI TECHNOLOGIES
Retlif Testing Laboratory,RETLIF TESTING LABORATORY
Vern Clark & Assoc,"CLARK & ASSOC, VERN"
American Soc/Farm Mgrs/Rural Appraisers,American Society of Farm Managers and Rural Appraisers
Dentaquest,DENTAQUEST
Combat Displays Inc,COMBAT DISPLAYS INC
MBIA Inc,"MBIA, Inc."
BYD Motors,BYD Motors Inc.
"City of High Point, NC","HIGH POINT-NC, CITY OF"
Metro Paramedic Services,"Metro Paramedic Services, Inc"
"Linn County, OR",LINN COUNTY OREGON
Foundation Coal,FOUNDATION COAL CORP
Virgin Atlantic Airways,VIRGIN AMERICA INC
Sprint Nextel,SPRINT NEXTEL
CBS Affiliates,CBS Television Affiliates
Rehabcare Group,"Rehab Care Group, Inc."
Citigroup Management Corp,TRAVELERS GROUP
ITM Marketing,ITM MARKETING
Central Basin Municipal Water District,CENTRAL BASIN MUNICIPAL WATER DIST
Water Infrastructure Network,WATER INFRASTRUCTURE NETWORK
Havasupai Tribe,The Havasupai Tribe
Parsons & Whittemore,PARSONS & WHITTEMORE
St John's College of Nursing,St. John's College of Nursing
White Birch Paper,White Birch Paper Co.
National Aviary,NATIONAL AVIARY
Florida East Coast Industries,"FLORIDA EAST COAST INDUSTRIES, LLC"
"Mercado-Llorens, Segundo",Segundo Mercado-Llorens
Synexxus,"Synexxus, Inc."
Alltrista Zinc Products,ALLTRISTA ZINC PRODUCTS CO
Hendry Corp,HENDRY COPORATION
Storm Security,"STORM SECURITY, LTD."
Richard Nixon Library & Birthplace Fdtn,RICHARD NIXON LIBRARY & BIRTHPLACE FOUNDATION
Allina Health Systems,ALLINA HEALTH SYSTEM
Peabody Energy,PEABODY INVESTMENTS
Express Delivery & Logistics Assn,EXPRESS DELIVERY & LOGISTICS ASSN
"Timmons, John W","TIMMONS, JOHN W."
Empire District Electric,EMPIRE DISTRICT ELECTRIC CO
Friedlander Group,The Friedlander Group
PG&E Gas Transmission Northwest,PG & E TRANSMISSION NW
Noble Hospital,NOBLE HOSPITAL
Boulder Thinking,"BOULDER THINKING, LLC"
Mitsubishi Electric & Electronics USA,MITSUBISHI ELECTRIC & ELECTRONICS USA INC
St Louis Dept of Airports,City of St. Louis - Department of Airports
i2Telecom International,I2TELECOM INTL
Western Union Financial Services,WESTERN UNION-LATIN AMERICAN DIVISION
National Spa & Pool Institute,NATL SPA & POOL INST
AJW Group,"AJW, INC."
Nissan North America,NISSAN NORTH AMERICA INC
National Assn of Mutual Insurance Companies,National Association of Mutual Insurance Companies
Contra Costa Transit Authority,Contra Costa Transportation Authority
"Carlino, August",August Carlino
Farallon Capital Management,FARALLON CAPITAL MANAGEMENT
FMC Technologies,FMC TECHNOLOGIES
RTI International Metals,RTI INTERNATIONAL METALS INC
Kerr-McGee Shared Services Co,KERR MCGEE CORP
Hyundai Electric & Energy Systems,"Hyundai Electric & Energy Systems Co., Ltd"
Corn Refiners Assn,Corn Refiners Association
US Student Assn,U S STUDENT ASSN
William F Whitsitt,William F. Whitsitt
Blue Cross/Blue Shield of Alabama,BLUE CROSS AND BLUE SHIELD OF ALABAMA
Good Company Assoc,GOOD COMPANY ASSOCIATES
Nielsen Co,Nielsen
Spirit Aerosystems,"Spirit Aerosystems, Inc."
Benecor Inc,BENECOR INC
Arc of the US,ARC OF THE U S
"Dakota County, MN","DAKOTA COUNTY, MINNESOTA"
Arete Assoc,Arete Associates
National Crime Prevention Council,NATL CRIME PREVENTION COUNCIL
Velocys Inc,VELOCYS INCORPORATED
Jay Ghazal & Assoc,"Ghazal & Associates, LLC"
National Assn of Federally Insured Credit Unions,National Association of Federal Credit Unions
Matson Navigation,"Matson Navigation Company, Inc."
Trafficland Inc,TRAFFICLAND INC
Huntleigh Health Care,HUNTLEIGH HEALTH CARE
Southern California Edison,EDISON INTERNATIONAL
Blue Cross/Blue Shield of Tennessee,SHAKLEE CORP
Infrastructure Management Group,INFRASTRUCTURE MANAGEMENT GROUP
Alliance for Savings & Investment,Alliance for Savings and Investment
ITT Industries,ITT INDUSTRIES
Shield Technologies,Shield Technologies Corporation
Cal-Zark,CAL-ZARK
Honeywell Technology Solutions,"Honeywell Technology Solutions, Inc."
Soc for Animal Protective Legislation,Society for Animal Protective Legislation
HealthSouth Corp,HealthSouth Corporation
Washington Home,WASHINGTON HOME
Aggregated Networks,AGGREGATED NETWORKS
Q30 Innovations,"Q30 Innovations, LLC"
Americans for UNFPA,AMERICANS FOR UNFPA
National Fisheries Institute,NATIONAL FISHERIES INSTITUTE
"Albert, Vernell","ALBERT, VERNELL"
Lao Garment Manufacturers,LAO GARMENT MANUFACTURERS
Innovative Federal Strategies,"Innovative Federal Strategies, LLC"
Hoffmann-La Roche,Hoffman-La Roche Inc.
TD Bank USA,TD Bank
NASDAQ OMX Group,NASDAQ STOCK MARKET
Integrated Environmental Technologies,INTEGRATED ENVIRONMENTAL TECHNOLOGIES
Texas Guaranteed Student Loan Corp,TEXAS GUARANTEED STUDENT LOAN CORP
Steelcase Inc,"STEELCASE, INC."
Global Crossing Unsecured Creditors Cmte,OFFICIAL COMM OF UNSECURED CREDITORS OF GLOBAL CROSSING
Institute for Energy Independance,INSTITUTE FOR ENERGY INDEPENDANCE
Mexicans & Americans Thinking Together,MEXICANS AND AMERICANS THINKING TOGETHER FOUNDATION INC
Goodman Manufacturing,GOODMAN MANUFACTURING CO
Calista Corp,CALISTA CORPORATION
Prudential Financial,Prudential
AMEC Earth & Environmental,"AMEC EARTH & ENVIRONMENTAL, INC."
St Croix Renaissance Group,ST CROIX RENAISSANCE GROUP
AREVA Group,AREVA ENTERPRISES INC
ACF Property Management,"ACF Property Management, Inc."
Indus Intex Pvt Ltd,INDUS INTEX PVT LTD
University of Wisconsin Medical Foundation,UNIVERSITY OF WISCONSIN MEDICAL FOUNDATION
Ohio Ordnance Works,OHIO ORDNANCE WORKS INC
Vanderbilt Consulting,"Vanderbilt Consulting, LLC"
Constellation Energy,Constellation Energy Group
Resolution Copper Co,RESOLUTION COPPER CO
Dubai Ports World,DP WORLD FZE
Church of God in Christ International,CHURCH OF GOD IN CHRIST INTL HDQTRS
Cornerstone Housing,CORNERSTONE HOUSING LLC
Robert Betz Assoc,"ROBERT BETZ ASSOCIATES, INC"
Amgen Inc,"AMGEN, INC"
"Washoe County, NV","WASHOE COUNTY, NV"
Baystate Health Systems,BAYSTATE HEALTH SYSTEM
Apollo Real Estate Advisors,APOLLO REAL ESTATE ADVISORS
Mothers Against Drunk Driving,MOTHERS AGAINST DRUNK DRIVING
Affiliated Computer Services,AFFILIATED COMPUTER SERVICES INC
Cephalon Inc,"CEPHALON, INC."
Life University,LIFE UNIV
Princeton Healthcare System,PRINCETON HEALTHCARE SYSTEM
Pittsburgh Cmty Reinvestment Group,PITTSBURGH COMMUNITY REINVESTMENT GROUP
Allied Security,Allied Security LLC
Florida Power & Light,Florida Power & Light Company
Superior Essex,Superior Essex Inc.
Ohio Willow Wood,OHIO WILLOW WOOD
San-I-Pak Inc,San-I-Pak
"Spencer, William",William Spncer
Keystone Mercy Health Plan,KEYSTONE MERCY HEALTH PLAN
Osage Tribe of Indians,OSAGE TRIBE OF INDIANS
New Power Co,NEW POWER CO
University of New Mexico,The University of New Mexico
Calpine Corp,CALPINE CORP
"Simon, Emery",Emery Simon
"City of Gonzales, LA",The City of Gonzales Louisiana
California Cable & Telecom Assn,CALIFORNIA CABLE & TELECOMMUNICATIONS ASSN
McGuiness & Holch,MCGUINESS & HOLCH
Ameriqual Group,"AMERIQUAL GROUP, LLC"
"Ainslie, Virginia J",Ms. Virginia Ainslie
ALPS South,Alps South LLC
Tyco International,TYCO INTERNATIONAL MANAGMENT COMPANY
Bayer CropScience,BAYER CROP SCIENCE
DIRECTV Group,"The DirecTV Group, Inc."
Oklahoma State Dept of Health,OKLAHOMA STATE DEPARTMENT OF HEALTH
CSRA,CSRA INC.
PDP Holdings,"PDP Holdings, LLC"
Andre Agassi Charitable Foundation,"AGASSI FOUNDATION, ANDRE"
DayJet Corp,DayJet Corporation
Optim Group,"Optim Group, LLC"
Mobile Access,MOBILE ACCESS
Vulcan Aerospace,Vulcan Aerospace Corporation
"Ostling, Paul",Paul Ostling
United Corrstack,UNITED CORRSTACK LLC
Cisco Systems,Cisco
ENFOS,"ENFOS, Inc."
Choe Groves Consulting,Choe Groves Consulting LLC
Conference of Boston Teaching Hospitals,CONFERENCE OF BOSTON TEACHING HOSPITALS
Kentucky Homeland Security Office,"COMMONWEALTH OF KY, HOMELAND SECURITY OFFICE"
Cavel International,CAVEL INTERNATIONAL INC
Pinnacle Airlines,Pinnacle Airlines Corporation
Home Recording Rights Coalition,HOME RECORDING RIGHTS COALITION
Massachusetts Eye & Ear Infirmary,Massachusetts Eye and Ear
CPI Communications & Power,CPI COMMUNICATIONS & POWER
American Council of the Blind,AMERICAN COUNCIL OF THE BLIND
McCann Healthcare Worldwide,McCANN HEALTHCARE WORLDWIDE
HNTB Corp,HNTB
Regeneration Technologies,REGENERATION TECHNOLOGIES
Florida Atlantic University,FLORIDA ATLANTIC UNIVERSITY
Harlem United Community AIDS Center,"Harlem United Community AIDS Center, Inc."
Wells Fargo,NORWEST CORP
Middletown Rancheria,MIDDLETOWN RANCHERIA
Foresight Energy,FORESIGHT ENERGY CO
Claflin University,CLAFLIN UNIVERSITY
P&R Water Taxi,P&R WATER TAXI
Craft Brew Alliance,"Craft Brew Alliance, Inc."
Delta Wetlands Project,DELTA WETLANDS
Great Falls International Airport Auth,Great Falls International Airport Authority
Brock Clay Government & Public Affairs,BROCK CLAY GOVERNMENT & PUBLIC AFFAIRS
Natl Bio & Agro Defense Facility in KS,National Bio and Agro Defense Facility in Kansas Steering Committee
"Leonard, Street & Deinard","Leonard Street and Deinard, P.A."
ISN Corp,ISN Corporation
Avaya Inc,AVAYA INCORPORATED
Mental Health Connection/Tarrant County,MENTAL HEALTH CONNECTION OF TARRANT COUNTY
IsrealConsult Inc,ISRAELCONSULT INC
Coppin State University,COPPIN STATE COLLEGE
Armstrong Marine,"Armstrong Marine, Inc."
Lehigh University,LEHIGH UNIVERSITY
Northwest Kidney Centers,NORTHWEST KIDNEY CENTERS
American Assn for Research In Baghdad,AMERICAN ASSN FOR RESEARCH IN BAGHDAD
Natl Assn of Elementary School Principal,NATIONAL ASSN. OF ELEMENTARY SCHOOL PRINCIPALS
"Hawkins, Delafield & Wood",HAWKINS DELAFIELD & WOOD
"Brown, Lawrence",BROWN LAWRENCE
Medical Transcription Industry Assn,"MEDICAL TRANSCRIPTION INDUSTRY ASSN, MTIA"
Wireless Generation,WIRELESS GENERATION
Alexander Beckles LLC,"Alexander J. Beckles, L.L.C."
N TX Interoperable Communications,NORTH TEXAS INTEROPERABLE COMMUNICATIONS CONSORTIUM
Alliant Energy,Alliant Energy Corp.
CARE Action Now,CARE ACTION NOW INC
Highland Falls-Ft Mont Central Schl Dist,HIGHLAND FALLS-FT MONT CENTRAL SCHOOL DISTRICT
Optimer Pharmaceuticals,"Optimer Pharmaceuticals, Inc."
Technology Assessment & Transfer,"Technology Assessment and Transfer, Inc."
Russ Reid Co,"REID CO, RUSS"
Madden Co,MADDEN CO
Fontheim Partners,FONTHEIM PARTNERS
"Ghaemi, Saied","GHAEMI, SAIED"
DXC Technology,DXC Technology Company
Media Fusion LLC,MEDIA FUSION
Federal Home Loan Bank of Topeka,Federal Home Loan Bank Topeka
Health Choice Network,"Health Choice Network, Inc."
Visiting Nurse Assn OH,The Visiting Nurse Association of Ohio
"Hammons, Sam","HAMMONS, SAM"
"Chambers, Ray",Mr. Ray Chambers
Abundant Life Community Development Corp,Abundant Life Community Development Corporation
Martin County,MARTIN COUNTY
Freddie Mac,FEDERAL HOME LOAN MORTGAGE CORPORATION
Community Financial Services Assn,COMMUNITY FINANCIAL SERVICES ASSN
Stanford Financial Group,"STANFORD, R ALLEN"
Firstline Transportation Security,"FirstLine Transportation Security, Inc."
Mpro,MPRO
United Steelworkers,UNITED STEELWORKERS
Asian Technology Information Program,ASIAN TECHNOLOGY INFORMATION PROGRAM
National Assn of Development Companies,NATL ASSN OF DEVELOPMENT COS
Fireman's Fund Insurance,FIREMANS FUND INSURANCE COS
American Assn of Poison Control Centers,AMERICAN ASSN OF POISON CONTROL CENTERS
Oxford Health Plans,OXFORD HEALTH PLANS
GM Strategies,GM Strategies LLC
University of Findlay,UNIVERSITY OF FINDLAY
Immune Deficiency Foundation,IMMUNE DEFICIENCY FOUNDATION
Neighbors Health System,Neighbors Health
Pennock Hospital,PENNOCK HOSPITAL
Marrone Bio Innovations,"Marrone Bio Innovations, Inc."
Assn Management Resources,ASSN MANAGEMENT RESOURCES
Potlatch Corp,Potlatch Corporation
John Carroll University,JOHN CARROLL UNIV
Dey LP,"DEY, L.P."
Conseco Inc,CONSECO
Chevron Corp,CHEVRON U S A INC
Council for Investor Rights/Corporate Accountablty,"Council for Investor Rights and Corporate Accountability, Inc."
AIT Corp,AIT CORP
Beam Inc,"Beam, Inc."
Allianz,ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA
Agric Cltn/Competitive Railroad Access,AGRICULTURE COALITION FOR COMPETITIVE RAILROAD ACCESS
13th Regional Corp,13TH REGIONAL CORPORATION
Revance Therapeutics,"Revance Therapeutics, Inc."
Lawrence Ryan International,"LAWRENCE RYAN INTERNATIONAL, INC"
Ziff Investors Partnership,"Ziff Investors Partnership, L.P. II"
Foundation for a Better Oregon,Foundations for a Better Oregon
Northrop Grumman,NORTHROP GRUMAN CORP
Midwest Express Airlines,Midwest Airlines
Kinetic Concepts,"Kinetic Concepts, Inc."
Rakisons Solicitors,RAKISONS
Health Transformation Alliance,"Health Transformation Alliance, LLC"
Andre Agassi Charitable Foundation,ANDRE AGASSI CHARITABLE FOUNDATION
Amadeus Global Travel Distribution,AMADEUS
"Heinemann, Tom",Tom Heinemann
Komatsu Ltd,Komatsu Ltd.
Tompkins & Davidson,"Tompkins & Davidson, LLP"
Claire Altman Heine Foundation,"CLAIRE ALTMAN HEINE FOUNDATION, INC"
EaglePicher Personal Injury Stlmnt Trust,EAGLE-PICHER PRESONAL INJURY SETTLEMENT TRUST
Harvest Community Foundation,HARVEST COMMUNITY FOUNDATION
Fresh Garlic Producers Assn,FRESH GARLIC PRODUCERS ASSOCIATION
AIS Engineering,AIS
Alaska Ship & Drydock,Alaska Ship and Drydock
Broadcom Corp,BROADCOM
Airborne Inc,AIRBORNE INC
Aastrom Biosciences,"AASTROM BIOSCIENCES, INC"
Bond Dealers of America,Bond Dealers of America Association
Black Hills Forest Resources Assn,BLACK HILLS FOREST RESOURCE ASSOCIATION
Hargett Consulting,HARGETT CONSULTING
System Insights,"System Insights, Inc."
XDX Inc,XDX INC
IBEW 98,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL #98
EnGage LLC,"EnGage, LLC"
Schaller Engineering,SCHALLER ENGINEERING
Field Support Services,FIELD SUPPORT SERVICES
Recyclers of Copper Alloy Products,RECYCLERS OF COPPER ALLOY PRODUCTS
Alliance Data Systems,Alliance Data
VANTIV,"Vantiv, Inc."
"City of Birmingham, AL","City of Birmingham, Alabama"
Association of American Railroads,Association of America Railroads
"Okaloosa County, FL","OKALOOSA COUNTY, FLORIDA"
Coalition for OFCCP Reform,COALITION FOR OFCCP REFORM
American Assn of Radon Scientists & Technologists,AMERICAN ASSOCIATION OF RADON SCIENTISTS AND TECHNOLOGISTS
Industrial Fabrics Assn International,Industrial Fabrics Association International
Mississippi Holdings,Mississippi Silicon Holdings LLC
Computer Learning Centers,COMPUTER LEARNING CENTERS
North Carolina Electronics & IT Assn,NORTH CAROLINA TECHNOLOGY ASSN
Emergent BioSolutions,EMERGENT BIOSOLUTIONS INC.
US Airways,U S AIRWAYS INC
North American Equipment Dealers Assn,NORTH AMERICAN EQUIPMENT DEALERS ASSN
BJ Services Co,BJ Services Company
NYSE Euronext,"NYSE Group, Inc."
National Assn of Police Organizations,NATL ASSN OF POLICE ORGANIZATIONS
Senior Executives Assn,SENIOR EXECUTIVES ASSN
Ketchikan Pulp,KETCHIKAN PULP CO
Radio Digital Technique,RADIO DIGITAL TECHNIQUE
Teays River Investments,Teays River Investments LLC
Mezonic AS,Nuclear Protection Products AS
Peters Corp,THE PETERS CORP.
"City of Cocoa, FL","CITY OF COCOA, FLORIDA"
"Golden Gate Bridge, Highway & Transportation Dist",GOLDEN GATE BRIDGE HIGHWAY & TRANSPORTATION DISTRICT
"City of Lakewood, OH",City of Lakewood
Energy Absorption Systems,ENERGY ABSORPTION SYSTEMS
E3 Ventures,E3 VENTURES
Center for Public Policy Analysis,CENTER FOR PUBLIC POLICY ANALYSIS
Barrier Systems,BARRIER SYSTEMS INC
Balch & Bingham,"BALCH & BINGHAM, LLP"
Lennox International,LENNOX INTERNATIONAL INC
Kronos Inc,KRONOS INCORPORATED
El Dorado Holdings,EL DORADO HOLDING INC
Oxford Realty,OXFORD REALTY
NAACP Legal Defense Fund,"NAACP LEGAL DEFENSE & EDUCATIONAL FUND, INC"
Bob Davis & Assoc,"DAVIS, BOB & ASSOC"
Acxiom Corp,Acxiom Corporation
Council for Marketing & Opinion Research,CMOR
Ohm Remediation Services,OHM REMEDIATION SERVICES CORP
Dms Pharmaceutical Group,DMS PHARMACEUTICAL GROUP
"Cannon, Charles A","CANNON, CHARLES A."
Intl Assn Plumbing & Mechanical Official,International Association of Plumbing and Mechanical Officials
Mo-ark Assn,MO-ARK ASSN
US Telephone Assn,UNITED STATES TELECOM ASSOC
Cross Match Technologies,"CROSS MATCH TECHNOLOGIES, INC."
Sweetener User Assn,SWEETENER USERS ASSOCIATION
"Cohen, Richard S","COHEN, RICHARD S."
American & Efird,AMERICAN & EFIRD INC
Ingram Micro,Ingram Micro Inc.
Cargill Inc,CARGILL INC
Congressional Cmte on Law Enforcement/Public Safty,Congressional Committee on Law Enforcement and Public Safety
ING North America Insurance Co,ING AMERICA INSURANCE HOLDINGS
Western Michigan University,WESTERN MICHIGAN UNIV
Carryon Comm,CARRYON COMM
Material Systems,MATERIAL SYSTEMS INC
Johnston & Assoc,JOHNSTON & ASSOC
American Ethane,American Ethane Company LLC
Capital E,"Capital E, LLC"
Fonterra Cooperative Group,Fonterra Cooperative Group Limited
L1 Identity Solutions,L-1 IDENTITY SOLUTIONS INC
National Marine Life Center,NATL MARINE LIFE CENTER
Blue Lake Rancheria,Blue Lakes Rancheria
Coalition for Cmptv Access to Content,Coalition for Competitive Access to Content
Independent Television Service,INDEPENDENT TELEVISION SERVICE
