string0,string1
East Bay Municipal Utility District,EAST BAY MUNICIPAL UTILITY DISTRICT
Westwood Capital,"Westwood Capital, LLC"
Altair Nanotechnologies,ALTAIR NANOTECHNOLOGIES INC
Doubleclick,DoubleClick
Advanced Navigation & Positioning Corp,Advanced Navigation & Positioning Corporation
"Harvey County, KS Sheriff's Office",Harvey County Sheriff's Office
"City of Yuma, AZ",YUMA-AZ CITY OF
Weber Law Group,WEBER LAW GROUP
Greater Hazleton Health Alliance,GREATER HAZLETON HEALTH ALLIANCE
Washington Group,WASHINGTON GROUP
Pokagon Band of Potawatomi Indians,POKAGON BAND OF POTAWATOMI INDIANS
Michael E Nix Consulting,"NIX, MICHAEL E. CONSULTING"
CACI International,CACI INTL
Tuomey Healthcare System,TUOMEY HEALTHCARE SYSTEM
Louis Dreyfus Corp,LOUIS DREYFUS CORPORATION
University of California,UNIVERSITY OF CALIFORNIA
National Assn of Long Term Hospitals,National Association of Long Term Hospitals
"Goodman, Susan",Mrs. Susan Goodman
West Gulf Maritime Assn,West Gulf Maritime Association
Miller & Chevalier,"Miller & Chevalier, Chtd."
Capitol Energy,"Capitol Energy, LLC"
"Olsson, Frank & Weeda",OLSSON FRANK & WEEDA
Keller Strategic Enterprises,KELLER STRATEGIC ENTERPRISES
"McMurray, Ron","MCMURRAY, RON"
Marmon-Herrington Co,MARMON-HERRINGTON CO
Automotive Aftermarket Industry Assn,Automotive Aftermarket Industry Assn.
Law Offices of Robert J Brinkmann,"BRINKMANN, LAW OFFICES OF ROBERT J"
Noble International,"Noble International, Ltd."
Superior Ambulance Service,"Superior Air-Ground Ambulance Service, Inc."
"Broward County, FL",BROWARD COUNTY-FL
"Hall, Estill et al","HALL ESTILL HARDWICK GABLE GOLDEN & NELSON, P.C."
Community Builders Inc,COMMUNITY BUILDERS
CH2M Hill,CH2MHILL
Princeton Optronics,"PRINCETON OPTRONICS, INC"
Opencel,OPENCEL
Burley & Dark Leaf Tobacco Assn,BURLEY & DARK LEAF TOBACCO ASSN
APEAM Avocado Producers of Mexico,APEAM
Monterey County Water Resources Agency,MONTEREY COUNTY WATER RESOURCES AGENCY
Hall & Assoc,"Hall & Associates, LLC"
ACE INA,"ACE INA Holdings, Inc."
Estell Group,The Estell Group LLC
Retail Industry Leaders Assn,RETAIL INDUSTRY LEADERS ASSN
Pennzoil Co,PENNZOIL-QUAKER STATE CO
Suburban Hospital Healthcare System,SUBURBAN HOSPITAL HEALTHCARE SYSTEM
Tobacco Products Manufacturers Coalition,TOBACCO PRODUCTS MANUFACTURERS COALITION
Sporting Goods Manufacturers Assn,SPORTING GOODS MANUFACTURERS ASSOCIATION
US Jails & Prisons Forum,U S JAILS & PRISONS INC
Inmate Service Providers Coalition,INMATE SERVICE PROVIDERS COALITION
Prodesse Inc,"PRODESSE, INC"
Nextcard,NEXTCARD
National Council of Agric Employers,National Council for Agricultural Employers
Radius Global Travel,RADIUS GLOBAL TRAVEL CO
Pharmaceutical Dist Security Alliance,PHARMACEUTICAL DISTRIBUTION SECURITY ALLIANCE
US Rice Industry Coalition for Exports,U.S. RICE PRODUCERS ASSN
Government Relations Group,"GOVERNMENT RELATIONS GROUP, LLC"
American Sugarbeet Growers Assn,AMERICAN SUGARBEET GROWERS ASSOCIATION
Imageware Systems,IMAGEWARE SYSTEMS
"Daly, Thomas R","Thomas R. Daly, Esq."
Dell Perot Systems,PEROT SYSTEMS
"Clay County, MN","Clay County, Minnesota"
Tennessee Technological University,TENNESSEE TECHNOLOGICAL UNIV
Thiokol Propulsion,THIOKOL CORP
Nalco Chemical,NALCO CO
GEO Group,The Geo Group Inc.
US Export Coalition & Cost Recovery Action Group,U.S. Export Coalition and Cost Recovery Action Group
Merck & Co,MERCK & COMPANY
Innovative Biotherapies,Innovative Bio Therapies
Leggett & Platt,LEGGET & PLATT
ESRI,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC."
Minnesota Ear Head & Neck Clinic,MINNESOTA EAR HEAD & NECK CLINIC
Physician Assistant Education Assn,Physician Assistant Education Association
Church of Jesus Christ Latter-day Saints,Church of Jesus Christ of Latter-day Saints
Ohio Capital Corp for Housing,OHIO CAPITAL CORP FOR HOUSING
Dick Batchelor Management Group,"BATCHELOR, DICK MANAGEMENT GROUP"
"City of Waco, TX",City of Waco
HSBC North America,HSBC-North America
Muscular Dystrophy Assn,"Muscular Dystrophy Association, Inc."
Parkinson's Action Network,PARKINSONS ACTION NETWORK
TerreStar Networks,TERRESTAR NETWORKS INC
Ramsey County,RAMSEY COUNTY
Google Inc,GOOGLE
Accu-Counter Technologies,"ACCUCOUNTER TECHNOLOGIES, INC"
Capitol Counsel Group,CAPITOL COUNSEL GROUP
"Volusia County, FL","VOLUSIA COUNTY, FL"
Physical Sciences Inc,Physical Sciences Inc.
Kinghorn & Assoc,"Kinghorn, Hilbert & Associates"
Idaho Titanium Technologies,IDAHO TITANIUM TECHNOLOGIES
OMYA Inc,"OMYA, Inc."
Republican River Basin Coalition,REPUBLICAN RIVER BASIN COALITION
American Red Cross,AMERICAN NATIONAL RED CROSS
MeadWestvaco Corp,MeadWestvaco Corporation
Bracco Diagnostics,BRACCO DIAGNOSTICS
Clover Health,"Clover Health, LLC"
Barton Group,The Barton Group
United Research Labs/Mutual Pharma Co,URL MUTUAL
New Federalism Fund,The New Federalism Fund
USA Funds,USA FUNDS INC
Claremont Group,"Claremont Group, LLC"
Government of Serbia,GOVERNMENT OF SERBIA
"City of Evanston, IL",CITY OF EVANSTON
Coalition of Exclusive Agent Assns,COALITION OF EXCLUSIVE AGENT ASSNS
Cumberland Packaging Corp,CUMBERLAND PACKING CO
Hi-G-Tek Inc,Hi-G-Tek
Noranda Aluminum,"Noranda Aluminum, Inc."
Covenant Health System,COVENANT HEALTHCARE
Rebuilding Together,"Rebuilding Together, Inc."
Mistral Security,MISTRAL SECURITY INC
Anglo American,Anglo-American PLC
Natl Forest Counties & Schools Coalition,National Forest Counties & Schools Coalition
Coalition for Investor Choice,"Coalition for Investor Choice, Inc."
Integrated Waste Services Assn,ENERGY RECOVERY COUNCIL
Envirosafe Services of Idaho,ENVIROSAFE SERVICES OF IDAHO
Shelters International,"Shelters International, LLC."
"Town of North Hempstead, NY",TOWN OF NORTH HEMPSTEAD - NY
Sharp Electronics,SHARP ELECTRONICS CORP
Fortis Inc,ASSURANT GROUP
CNL Financial,CNL FINANCIAL GROUP INC
National Housing Trust,NATL HOUSING TRUST
Tanimura & Antle,TANIMURA & ANTLE
Chicago Mayor's Office/Intergovt Affairs,CITY OF CHICAGO MAYORS OFC OF INTERGOVTL AFFAIRS
Alaska Northwest Natural Gas Transp,ALASKA NORTHWEST NATURAL GAS TRANSPORTATION CO
Specialty Equipment Market Assn,SPECIALTY EQUIPMENT MARKET ASSN
American Zinc Recycling,Horsehead Corporation
Concorde Career Colleges,"Concorde Career Colleges, Inc."
Verizon Communications,VERIZON CORP
Peterson et al Deborah,PETERSON ET AL DEBORAH
Donnelley Financial Solutions,"Donnelley Financial Solutions, Inc."
Satellite Industry Assn,SATELLITE INDUSTRY ASSN
AK Steel,AK Steel Corporation
OneAmerica Financial Partners,"OneAmerica Financial Partners, Inc."
Wisconsin State Cranberry Growers Assn,Wisconsin State Cranberry Growers Association
Spirit Aerosystems,"SPIRIT AEROSYSTEMS, INC"
University of New Orleans,UNIVERSITY OF NEW ORLEANS
National Assn of Gas Chlorinators,NATL ASSN OF GAS CHLORINATORS
AVX Aircraft Co,AVX Aircraft Company
St Clair County Transit District,St. Clair County Transit District
Faraday Technology,FARADAY TECHNOLOGY
Boys & Girls Clubs of America,Boys and Girls Clubs of America
"Yuba County, CA","YOLO - CA, COUNTY OF"
North Pacific Processors,NORTH PACIFIC PROCESSORS
Oxygen Media,OXYGEN MEDIA
Gulfsands Petroleum,GULFSANDS PETROLEUM
Sanders Valve Co,SANDERS VALVE CO
In-reach,IN-REACH
King & Spalding,King & Spalding LLP
ACTION for Trade,"The American Creativity, Technology & Innovation Organizations Network for Trade"
"City of South Jordan, UT",South Jordan City
Alfalit International,ALFALIT INTL
American Pacific,AMERICAN PACIFIC CORPORATION
Southern Carolina Reg Devel Alliance,Southern Carolina Regional Development Alliance
Channel One Network,CHANNEL ONE NETWORK
Small Business Survival Cmte,SMALL BUSINESS SURVIVAL COMM
New York State Urban Development Corp,NEW YORK STATE URBAN DEVELOPMENT CORPORATION
ING Bank,ING BANK FSB
BIOX Corp,BIOX Corporation
"Clark, Steve","CLARK, STEVE"
Cambridge Technology Partners,CAMBRIDGE TECHNOLOGY PARTNERS
Eastern Oregon Resource Counties Assn,Eastern Oregon Resource Counties Association
Children's Television Workshop,CHILDRENS TELEVISION WORKSHOP
Law Offices of Anthony J Thompson,LAW OFFICES OF ANTHONY J. THOMPSON
GEN 2 Energy,GEN 2 Energy Company
ALS Therapy Development Foundation,ALS THERAPY DEVELOPMENT FOUNDATION
Cltn for Competitive Pharma Marketing,COALITION FOR A COMPETITIVE PHARMACEUTICAL MARKETPLACE
Accenture,Accenture LLP
Taylor Energy Co,"Taylor Energy Company, LLC"
Cerner Corp,CERNER CORP
Americans Concerned About Kosovo,AMERICANS CONCERNED ABOUT KOSOVA
Hepatitis B Foundation,HEPATITIS B FOUNDATION
"City of Oakland, CA","CITY OF OAKLAND, CA"
Isle of Capri Casinos,ISLE OF CAPRI CASINOS
Laxalt Corp,LAXALT CORP
Phillips & Jordan,"Phillips & Jordan, Inc."
Boys & Girls Home of Nebraska,BOYS & GIRLS HOME OF NEBRASKA
State Federal Strategies,STATE FEDERAL STRATEGIES
Amer Acad of Hospice & Palliative Med,AMERICAN ACADEMY OF HOSPICE & PALLIATIVE MEDICINE
Smith & Nephew,SMITH AND NEPHEW INC
Digital Systems Group,DIGITAL SYSTEMS GROUP
Interstate Oil & Gas Compact Commission,Interstate Oil and Gas Compact Commission
LV Stadium Events,LV Stadium Events Co
Management Assn/Private Photogrammetric Surveyors,Management Association for Private Photogrammetric Surveyors
iRobot Corp,iRobot Corporation
Ron Reeves & Assoc,"REEVES & ASSOC, RON"
"Kim, Sery",Sery Kim
Nioxin,NIOXIN
Embraer Aircraft Holdings,"EMBRAER AIRCRAFT HOLDING, INC"
Kaufman & Canoles,KAUFMAN & CANOLES
Managed Funds Assn,MANAGED FUNDS ASSN
Medicure Plus,MEDICURE PLUS INC
University of Connecticut,UNIV OF CONNECTICUT
EcoVest Capital,"EcoVest Capital, Inc."
"Town of Ahoskie, NC",TOWN OF AHOSKIE NC
Center for Entrepreneurship,CENTER FOR ENTREPRENEURSHIP AT J J STROSSMAYER UNIVERSITY IN OSIJEK
Bristol Group,BRISTOL GROUP
Lambos Firm,THE LAMBOS FIRM
Velos,Pinnacle Engineering and Management Solutions
"West Chester, OH",WEST CHESTER TOWNSHIP - VOICE OF AMERICA PARK
National Wildlife Refuge Assn,National Wildlife Refuge Association
ProCure Treatment Centers,PROCURE TREATMENT CENTERS INC
Syngenta Corp,SYNGENTA CORP
Severstal,"Severstal, N.A."
Owens Corning,Owens Corning Corporation
John Hancock Mutual Life,JOHN HANCOCK FINANCIAL SERVICES
Courtland Group,The Courtland Group
Armedica Inc,"Armedica, Inc"
Western Emulsions Inc,Western Emulsions Inc.
Control Point,CONTROL POINT CORP
Center of Science & Industry,CENTER OF SCIENCE AND INDUSTRY
Duratel,"Duratel, LLC"
"City of Flagstaff, AZ",City of Flagstaff
"City of Boyle, MS","City of Boyle, Mississippi"
World Savings & Loan Assn,WORLD SAVINGS & LOAN ASSN
Pharmathene Inc,"PharmAthene, Inc."
Cltn/New York State Public Health Plans,COALITION OF NYS PUBLIC HEALTH PLANS
New York State Assn for Affordable Housing,New York State Association for Affordable Housing
EnviroCare of Utah,ENVIROCARE OF UTAH INC
Leon County Board of County Commissioner,LEON COUNTY BOARD OF COUNTY COMMISSIONERS
Bioscrip Inc,BIOSCRIP
"Johnson, Karen A",karen johnson
National Assn for Home Care,National Association for Home care and Hospice
AJ Nesti Materials,A.J. Nesti Materials
National Rural Telecom Assn,NATIONAL RURAL TELECOM ASSOCIATION
"City of Laredo, TX","CITY OF LAREDO, TEXAS"
Bridge Semiconductor,Bridge Semiconductor Corporation
"Sheffer, Jana O","SHEFFER, JANA O."
Royal Pharma Management,"RP Management, LLC"
Full House Resorts,FULL HOUSE RESORTS
Crossmatch Technologies,CROSSMATCH TECHNOLOGIES
American Ecology Corp,U S ECOLOGY CORPORATION
National Assn of Real Estate Investment Trusts,NAREIT
Steiner & Assoc,STEINER+ASSOCIATES
Rolls-Royce North America,Rolls Royce North America
United Tuna Cooperative,UNITED TUNA COOPERATIVE
Omnipoint Corp,OMNIPOINT CORP
Softbank Corp,Softbank Inc.
POSCO America,POSCO AMERICA CORPORATION
"Genasci, Matthew","GENASCI, MATTHEW"
United Food & Commercial Workers Union,United Food & Commercial Workers Int'l Union
Trammell & Co,TRAMMELL & COMPANY
David R Graves Co,David R. Graves Company
"Pryor, William",William Pryor
Just Valuations,"JUST VALUATIONS, INC"
Ironworkers Union,"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS"
CenturyTel Inc,CENTURYTEL
Nickles Group,The Nickles Group
United Airlines,"UNITED AIRLINES, INC"
Rhodes Design & Development,RHODES DESIGN & DEVELOPMENT CORP
Door & Hardware Institute,The Door and Hardware Institute
NxStage Medical,"NXSTAGE MEDICAL, INC."
BellSouth Corp,BellSouth Telecommunications
Vestas American Wind Technology,"Vestas-American Wind Technology, Inc."
Societe Interoleaguineuse Dassistance,Societe Interoleagineuse d'Assistance et de Developpment
Vinson & Elkins,VINSON & ELKINS LLP
Zurich Insurance Group,Zurich
Roseland Property,ROSELAND PROPERTY COMPANY
American Academy of Otolaryngology,AMERICAN ACADEMY OF OTOLARYNOLOGY
National Museum of American Jewish History,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY
Bank of America,Chamber of Commerce of the United States
"City of Kake, AK",ORGANIZED VILLAGE OF KAKE
Associated Fisheries of Maine,ASSOCIATED FISHERIES OF MAINE
eHealth Inc,eHealth
Samtrans,SAMTRANS
Tennessee Walking Horse Trainers Assn,TENNESSEE WALKING HORSE BREEDERS & EXHIBITORS
Bayonne Local Redevelopment Authority,BAYONNE LOCAL REDEVELOPMENT AUTHORITY
Apple Inc,"APPLE COMPUTER, INC"
Skybridge,SKYBRIDGE LTD PARTNERSHIP
Cmte of Unsecured Creditors of Ual Corp,OFFICIAL COM OF UNSECURED CREDITORS OF FEDERAL MOGUL CORP
Lemay Development Corp,Lemay Development Corporation
Tiber Creek Assoc of Capitol Hill,Tiber Creek
Jenkens & Gilchrist,JENKINS & GILCHRIST
Kalpa Systems,KALPA SYSTEMS
Keys Lobbying & Consulting Firm,"Keys Lobbying and Consulting Firm, LLC"
Mse Inc,MSE
New York Port Authority,NEW YORK PORT AUTHORITY
Airport Interviewing & Research,AIRPORT INTERVIEWING & RESEARCH
Optelec USA,"Optelec USA, Inc."
"Band, Jonathan",Mr. Jonathan Band
Applied Signal Technology,APPLIED SIGNAL TECHNOLOGY
Enterprise Mission,ENTERPRISE MISSION
University of Miami,UNIV OF MIAMI
Wolverine Power,WOLVERINE POWER
Aluminum Extruders Council,ALUMINUM EXTRUDERS COUNCIL
National Assn of Health Underwriters,National Association of Health Underwriters-RI Chapter
Ronald Reagan Presidential Foundation & Institute,The Ronald Reagan Presidential Foundation and Institute
"Jimenez, Michael",Mr. Michael Jimenez
Sacramento Regional Transit District,SACRAMENTO REGIONAL TRANSIT DISTS
Univision Radio,HISPANIC BROADCASTING CORP
Tim Mahoney Inc,"TIM MAHONEY, INC."
HNI Corp,HON INDUSTRIES
Norfolk Southern,NORFOLK SOUTHERN CORP
International Interactive Alliance,INTL INTERACTIVE ASSN
American Federation of Govt Employees Local 118,"American Federation of Government Employees, Council 118"
Wilder & Assoc,WILDER & ASSOC
General Dynamics,GENERAL DYNAMICS CORP
Rent-A-Center/Texas,RENT-A-CENTER TEXAS
Dominion Energy,"Dominion Resources, Inc."
Miller Brewing,MILLER BREWING CO
IT Group Inc,"IT GROUP, INC"
Bren-Tronics Inc,"Bren-Tronics, Inc."
Metrika,METRIKA INC
Washington Capital Group,WASHINGTON CAPITOL GROUP
National Ski Area Assn,NATL SKI AREAS ASSN
Elmendorf Strategies,Elmendorf Strategies LLC
Interlocking Concrete Pavement Institute,INTERLOCKING CONCRETE PAVEMENT INSTITUTE
California Primary Care Assn,CALIFORNIA PRIMARY CARE ASSN
Association of Black Cardiologists,"Association of Black Cardiologists, Inc."
Taft Museum of Art,TAFT MUSEUM OF ART
Children's Hospital of Philadelphia,The Children's Hospital of Philadelphia
CH2M HILL,CH2MHill
Salina Bookshelf Inc,SALINA BOOKSHELF INC
"AIDS Alliance for Children, Youth & Fams",AIDS ALLIANCE FOR CHILDREN YOUTH & FAMILIES
NGC Bodily Injury Trust,NGC BODILY INJURY TRUST
Transportation California,TRANSPORTATION CALIFORNIA
Proskauer Rose,Proskauer Rose LLP
New Age Technologies,"New Age Technologies, Inc"
Westchester County Board of Legislators,WESTCHESTER COUNTY BOARD OF LEGISLATORS
International Truck & Engine,INTL TRUCK & ENGINE
Apria Healthcare,APRIA HEALTHCARE LLC
Drug Policy Alliance,DRUG POLICY ALLIANCE
Nicholai Konovaloff & Assoc,"KONOVALOFF & ASSOC, NICHOLAI"
ADT Security Services,ADT LLC
Tidewater Holdings,"TIDEWATER HOLDINGS, INC"
Children's Hospital of Alabama,CHILDRENS HOSPITAL OF ALABAMA
"Metro Water District Sandy/Salt Lake, UT",PROVO RIVER WATER USERS ASSOCIATION
Goodwill Industries International,GOODWILL INDUSTRIES INTERNATION INC
"Boys & Girls Club of Brownsville, TX",BOYS & GIRLS CLUB OF BROWNSVILLE
Energy Keepers,"Energy Keepers, Inc."
Technology Solutions Providers,TECHNOLOGY SOLUTION PROVIDERS
Community Health Leadership Network,COMMUNITY HEALTH LEADERSHIP NETWORK
"Washington County, NC","WASHINGTON COUNTY, NC"
Potters Industries,POTTERS INDUSTRIES
Pioneer Natural Resources USA,PIONEER NATURAL RESOURCES USA INC
Oracle America,ORACLE CORPORATION
National Assn of Home Builders,National Association of Home Builders
Vical Inc,"VICAL, INC"
"Fedn/Behavorial, Psych & Cognit Sciences",FEDERATION OF BEHAVIORAL PSYCHOLOGICAL & COGNITIVE SCIENCE
Sammons Enterprises,ROBERT M HEARIN FOUNDATION
Texas Industries,TEXAS INDUSTRIES
US Physical Therapy,U.S. Physical Therapy
Airports Council International,Airports Council International - North America
EVT Global,"EVT Global, Inc"
M&R Strategic Solutions,M & R STRATEGIC SOLUTIONS
E-Luminate Group,e-Luminate Group
Global Health Council,GLOBAL HEALTH COUNCIL
Millard Davidson,MILLARD DAVIDSON
Northwestern Memorial Healthcare,NORTHWESTERN MEMORIAL HEALTHCARE
Consensus Communications,"CONSENSUS COMMUNICATIONS, INC."
"Carter, Liz",Liz Carter
Cape Fox Corp,CAPE FOX CORP
Depository Trust & Clearing Corp,DEPOSITORY TRUST & CLEARING CORPORATION
Michigan Technological University,MICHIGAN TECHNOLOGICAL UNIVERSITY
Paramount Farms,PARAMOUNT FARMS INCORPORATED
American Logistics Assn,THE AMERICAN LOGISTICS ASSOCIATION
My Turn Inc,"My Turn, Inc."
Phoenix Air Group,PHOENIX AIR GROUP
"Moran, Anson B","MORAN, ANSON B."
Applied Perception,APPLIED PERCEPTION
Miami Tribe of Oklahoma,MIAMI NATION OF OKLAHOMA
Engine Manufacturers Assn,ENGINE MANUFACTURERS ASSOCIATION
National Fireworks Preservation Assn,National Fireworks Preservation Association
Smarter Security Systems,SMARTER SECURITY SYSTEMS LTD
Weyerhaeuser Co,WEYERHAEUSER COMPANY
Hanson Maslen Group,HANSON MASLEN GROUP
Corp for Advancement of Medical Tech,CORP FOR ADVANCEMENT OF MEDICAL TECHNOLOGIES
"Tauro, Adrian",Adrian Tauro
Adams & Reese,ADAMS & REESE LLP
"Eagle County, CO",Eagle County
"Zimmer, Robert W",Mr. Robert Zimmer
American Motorcyclist Assn,American Motorcyclist Association
Celanese Corp,Celanese Corporation
Steiner & Assoc,STEINER & ASSOC
Kane County,"KANE COUNTY, UTAH"
Eversource Energy,Northeast Utilities
American Assn of State Colleges & Univs,American Association of State Colleges and Universities
National Ground Water Assn,NATL GROUND WATER ASSN
"Thiemann, Aitken & Vohra",THIEMANN AITKEN & VOHRA
Gary W Hankins & Assoc,"GARY W. HANKINS & ASSOCIATES, INC"
American Defense International,"American Defense International, Inc."
Genentech Inc,GENETECH INC
Coalition for ACGIH Reform,COALITION FOR ACGIH REFORM
CEMEX Inc,Cemex
Containment Corp,CONTAINMENT CORP
Starwood Hotels & Resorts Worldwide,STARWOOD HOTEL & RESORTS WORLDWIDE
Xcel Energy,"XCEL ENERGY, INC"
"Paley, Rothman & Goldstein",PALEY ROTHMAN GOLDSTEIN ROSENBERG & COOPER
Shelford Boat,Shelford Boat Ltd
Toy Industry Assn,TOY INDUSTRY ASSOCIATION
Illinois Assn of Mortgage Brokers,ILLINOIS ASSN OF MORTGAGE BROKERS
Alabama Constitution Village Huntsville,ALABAMA CONSTITUTION VILLAGE HUNTSVILLE
"Nicolas-Lewis, Loida",Loida Nicolas Lewis
American Institute of CPAs,American Institute of Certified Public Accountants
Southern Co,Southern Company
Americans for Secure Retirement,AMERICANS FOR SECURE RETIREMENT
Delaware Valley College,DELAWARE VALLEY COLLEGE
Sony Music Entertainment,SONY MUSIC ENTERTAINMENT INC
Continental Casualty,Continental Casualty Company
Doris Duke Charitable Foundation,DORIS DUKE CHARITABLE FOUNDATION
Coda Octopus Group,CodaOctopus
MWH Global,"MWH GLOBAL, INC."
TE Connectivity,"TE Connectivity, Inc."
Huntington Ingalls Industries,Huntington Ingalls Industries Incorporated
Thompson Engineering Testing,THOMPSON ENGINEERING AND TESTING INC
Capitol-Contacts.com,CAPITOL-CONTACTS.COM
Digital Healthcare,DIGITAL HEALTHCARE
ATX Group,"ATX TECHNOLOGIES, INC"
Terpstra Assoc,TERPSTRA ASSOC
Thermuhex Technologies,THERMUHEX TECHNOLOGIES INC
CEMEX Inc,CEMEX
New York Stock Exchange,NYSE GROUP INC
"City of Pompano Beach, FL","City of Pompano Beach, Florida"
Temple University Health System,TEMPLE UNIV HEALTH SYSTEM
Visa USA,VISA U S A
Hardwood Federation,HARDWOOD FEDERATION
Capital Development Assoc,CAPITAL DEVELOPMENT ASSOC
Newsmax Media,Newsmax
Alliance of Catholic Health Care Systems,The Alliance of Catholic Healthcare
Vodik Energy,"Vodik Energy, LLC"
Brazilian Sugarcane Industry Assn,UNICA - Brazilian Sugarcane Industry Association
Alcon Laboratories,ALCON LABORATORIES
